ID_T,ID_Country,Date,ID_Store,ID_Client,ID_Product,Quantity,Price
142,2,7/10/2020,179,891,304,44,421
143,8,7/13/2020,6,68,177,42,94
144,7,7/8/2020,181,695,199,7,341
145,9,3/20/2020,25,652,413,69,79
146,2,9/24/2020,10,172,974,10,209
147,5,6/9/2020,55,131,81,33,48
148,8,7/23/2020,36,860,208,50,100
149,7,3/11/2020,176,881,612,82,296
150,8,7/30/2020,5,865,324,2,65
151,4,5/13/2020,17,324,93,45,99
152,2,2/28/2020,46,421,17,145,251
153,7,4/16/2020,183,880,807,6,172
154,1,1/31/2020,132,99,924,31,536
155,7,7/20/2020,153,226,39,33,283
156,1,12/23/2020,188,194,548,31,177
157,6,5/14/2020,4,770,112,41,90
158,4,3/17/2020,52,358,425,24,214
159,3,11/14/2020,194,383,696,80,343
160,10,5/13/2020,80,415,552,33,310
161,5,6/27/2020,10,450,344,104,49
162,1,9/10/2020,12,463,55,47,692
163,5,10/10/2020,34,878,297,101,79
164,2,12/11/2020,77,268,111,23,450
165,9,2/20/2020,92,73,525,168,40
166,2,11/11/2020,153,791,120,103,623
167,6,4/14/2020,31,863,28,10,17
168,2,12/3/2020,177,257,130,77,17
169,7,11/22/2020,155,516,379,13,54
170,6,3/17/2020,7,904,503,8,21
171,1,4/4/2020,111,926,526,6,500
172,1,1/6/2020,121,781,845,166,495
173,10,6/8/2020,20,62,833,22,44
174,9,11/16/2020,192,23,169,101,57
175,7,3/31/2020,65,723,382,42,313
176,7,8/23/2020,87,714,322,11,108
177,7,3/2/2020,122,568,517,87,338
178,3,11/1/2020,125,351,656,43,346
179,2,9/2/2020,50,398,642,21,530
180,10,1/17/2020,193,723,951,151,168
181,6,11/5/2020,15,347,266,98,99
182,10,6/12/2020,105,900,584,13,465
183,4,6/30/2020,86,108,302,76,248
184,8,11/1/2020,4,895,954,77,61
185,3,9/26/2020,64,337,614,21,124
186,10,1/2/2020,27,817,151,180,512
187,4,6/14/2020,164,504,813,42,170
188,3,8/26/2020,16,266,878,31,113
189,4,1/24/2020,153,777,304,106,192
190,8,6/10/2020,73,807,628,81,55
191,5,1/2/2020,135,349,580,134,81
192,2,6/20/2020,172,141,101,106,474
193,4,7/21/2020,181,738,775,32,191
194,10,9/29/2020,19,757,872,13,541
195,10,3/24/2020,20,796,458,81,333
196,8,6/12/2020,156,772,325,16,14
197,6,4/5/2020,163,488,677,6,13
198,5,6/26/2020,129,214,812,28,81
199,3,6/3/2020,101,166,259,45,291
200,7,12/24/2020,91,882,85,4,171
201,3,8/7/2020,128,77,357,21,219
202,5,4/9/2020,61,759,958,36,23
203,1,6/5/2020,32,115,245,53,648
204,4,8/17/2020,39,42,241,29,129
205,6,3/21/2020,23,752,367,50,74
206,5,5/26/2020,159,780,898,19,32
207,2,1/10/2020,125,416,632,143,15
208,4,8/17/2020,104,89,481,10,5
209,5,5/26/2020,7,693,962,47,98
210,3,5/7/2020,161,701,796,13,222
211,5,11/7/2020,64,383,91,94,5
212,3,12/31/2020,133,860,824,33,261
213,10,6/21/2020,157,229,603,108,272
214,8,3/9/2020,95,602,897,8,17
215,9,1/7/2020,194,294,243,52,58
216,7,12/16/2020,10,665,115,100,341
217,8,4/15/2020,167,417,450,32,45
218,2,1/25/2020,179,698,22,162,354
219,7,1/8/2020,32,916,164,66,128
220,10,11/14/2020,160,554,526,109,117
221,7,5/7/2020,46,667,866,14,167
222,2,3/20/2020,121,863,71,60,493
223,2,8/11/2020,152,183,882,26,367
224,1,7/24/2020,52,54,60,3,429
225,1,10/3/2020,15,166,922,19,642
226,5,6/25/2020,23,154,522,7,7
227,10,10/17/2020,100,315,882,83,372
228,3,11/11/2020,92,484,45,61,63
229,7,12/15/2020,15,252,888,7,155
230,1,5/23/2020,71,136,932,15,392
231,5,12/7/2020,86,700,596,35,27
232,4,2/13/2020,128,686,638,102,87
233,7,6/16/2020,199,143,737,56,237
234,4,5/27/2020,50,607,434,16,173
235,6,2/9/2020,84,267,913,3,70
236,10,2/19/2020,149,349,328,23,116
237,5,4/22/2020,41,257,647,24,14
238,1,5/6/2020,29,77,242,49,405
239,1,12/30/2020,135,806,675,92,285
240,8,1/9/2020,184,481,427,140,84
241,1,6/11/2020,26,789,499,89,639
242,8,4/7/2020,70,36,145,23,13
243,1,3/3/2020,48,799,177,43,39
244,4,7/18/2020,3,87,577,7,394
245,7,4/6/2020,153,290,375,39,283
246,8,3/13/2020,126,683,12,67,87
247,7,3/19/2020,92,644,664,49,346
248,6,11/8/2020,16,443,250,24,87
249,10,2/23/2020,44,884,64,93,408
250,4,4/28/2020,141,454,289,31,336
251,3,6/5/2020,106,276,839,43,56
252,10,2/24/2020,173,821,241,31,461
253,1,1/30/2020,29,202,552,99,317
254,3,8/2/2020,148,290,503,20,309
255,3,7/8/2020,194,596,355,38,306
256,4,1/31/2020,69,865,180,112,400
257,5,6/8/2020,58,396,535,35,56
258,4,12/2/2020,172,316,755,14,234
259,3,10/1/2020,26,146,318,81,281
260,4,8/14/2020,34,115,19,11,192
261,9,3/3/2020,194,77,908,67,95
262,9,10/30/2020,128,317,229,85,91
263,9,2/9/2020,133,331,790,116,50
264,10,10/9/2020,40,380,541,7,102
265,7,11/11/2020,118,477,271,15,6
266,2,3/15/2020,122,211,680,63,404
267,3,9/30/2020,19,199,283,23,303
268,7,4/7/2020,3,516,858,19,397
269,5,9/10/2020,27,237,425,50,100
270,2,10/28/2020,149,524,949,54,89
271,2,11/4/2020,48,708,264,27,481
272,5,4/23/2020,76,703,909,40,48
273,2,3/27/2020,129,619,875,18,296
274,6,9/4/2020,198,17,450,40,31
275,9,9/30/2020,151,460,650,39,57
276,10,6/16/2020,153,64,960,5,690
277,4,3/4/2020,154,293,332,2,274
278,8,11/30/2020,146,906,677,55,55
279,7,5/12/2020,127,920,318,45,95
280,2,7/27/2020,171,941,108,18,276
281,7,9/16/2020,43,552,205,41,191
282,3,3/13/2020,61,797,702,97,194
283,10,5/29/2020,138,245,589,10,445
284,9,8/30/2020,6,829,774,45,52
285,5,3/24/2020,54,94,110,27,35
286,8,4/13/2020,102,749,674,2,50
287,3,10/8/2020,14,401,745,28,110
288,8,10/9/2020,172,439,211,53,59
289,3,10/10/2020,61,242,364,89,51
290,5,2/2/2020,19,57,322,33,12
291,6,7/14/2020,145,52,517,22,74
292,9,8/28/2020,130,378,997,42,85
293,10,11/24/2020,53,673,489,52,370
294,6,2/23/2020,50,522,451,89,60
295,4,2/25/2020,194,720,590,30,76
296,1,12/5/2020,176,675,542,28,672
297,1,9/25/2020,36,842,708,4,396
298,7,3/6/2020,28,284,447,31,163
299,9,2/13/2020,185,621,103,96,88
300,2,12/14/2020,149,306,581,2,384
301,2,3/8/2020,129,455,450,85,58
302,6,10/24/2020,74,935,771,73,71
303,2,10/11/2020,11,833,145,84,430
304,2,10/28/2020,129,518,677,102,481
305,6,9/28/2020,70,895,843,37,26
306,4,4/10/2020,99,407,464,2,342
307,6,2/2/2020,125,78,263,129,32
308,9,8/21/2020,134,553,723,42,42
309,8,11/18/2020,109,949,223,49,8
310,6,12/3/2020,107,85,645,53,93
311,5,7/31/2020,52,886,952,21,45
312,4,5/6/2020,26,25,439,3,75
313,7,10/22/2020,115,131,625,32,351
314,6,7/23/2020,91,540,10,24,20
315,5,4/29/2020,78,585,166,25,57
316,5,7/28/2020,5,342,873,46,47
317,5,1/13/2020,71,105,290,10,83
318,6,7/10/2020,133,104,335,9,62
319,2,10/26/2020,157,312,805,81,562
320,3,9/10/2020,113,436,903,18,49
321,2,8/2/2020,174,414,159,21,275
322,5,7/12/2020,110,88,971,50,39
323,6,2/12/2020,10,745,229,106,39
324,6,4/14/2020,133,85,731,12,2
325,7,6/10/2020,141,855,379,45,362
326,9,5/14/2020,186,513,351,10,38
327,5,12/11/2020,19,679,747,68,10
328,7,9/29/2020,87,385,392,45,166
329,5,8/15/2020,100,50,799,2,101
330,4,7/27/2020,118,587,484,10,269
331,2,11/23/2020,135,346,122,3,554
332,3,6/1/2020,139,431,246,93,236
333,5,1/5/2020,98,674,472,100,16
334,1,4/8/2020,150,124,457,13,43
335,8,6/28/2020,174,944,71,18,94
336,7,9/17/2020,94,638,482,49,93
337,10,12/22/2020,194,430,153,32,102
338,10,10/18/2020,121,19,936,95,373
339,9,4/2/2020,118,363,761,2,6
340,8,4/13/2020,96,368,616,12,100
341,7,8/11/2020,167,123,799,41,249
342,9,9/3/2020,157,829,664,16,79
343,9,4/26/2020,14,305,319,37,24
344,8,9/7/2020,130,302,994,5,100
345,6,3/18/2020,10,334,74,74,54
346,2,4/14/2020,178,396,963,7,490
347,6,3/20/2020,75,111,316,10,67
348,6,9/19/2020,122,70,291,50,28
349,10,8/15/2020,29,947,841,38,457
350,3,10/31/2020,192,16,234,67,356
351,6,3/8/2020,178,90,284,107,12
352,4,3/17/2020,41,620,7,109,144
353,10,3/20/2020,148,676,669,94,72
354,2,5/12/2020,199,171,453,17,107
355,1,1/2/2020,169,90,204,172,277
356,2,4/1/2020,191,898,970,5,499
357,7,9/23/2020,8,385,328,9,327
358,6,6/13/2020,89,53,678,65,100
359,1,2/9/2020,156,920,11,133,665
360,4,2/4/2020,122,222,840,136,103
361,8,12/21/2020,63,714,293,83,7
362,3,3/21/2020,141,884,542,3,49
363,10,7/20/2020,17,88,92,33,184
364,8,9/28/2020,123,653,603,30,87
365,1,7/14/2020,83,657,241,6,654
366,4,12/4/2020,129,700,758,107,378
367,9,5/6/2020,89,804,790,9,41
368,9,4/8/2020,121,826,72,33,86
369,2,1/20/2020,55,886,552,102,600
370,2,5/16/2020,14,514,616,5,58
371,6,5/18/2020,81,131,898,21,53
372,5,5/28/2020,188,221,389,49,51
373,8,10/17/2020,81,425,809,98,10
374,4,9/30/2020,49,54,486,37,341
375,7,10/6/2020,165,836,166,67,140
376,2,7/5/2020,34,588,524,10,389
377,1,2/6/2020,78,923,301,130,132
378,8,2/19/2020,75,126,313,106,78
379,9,6/10/2020,78,483,792,77,70
380,9,3/24/2020,108,726,776,95,70
381,7,12/8/2020,79,486,515,10,234
382,7,2/18/2020,29,247,123,14,28
383,3,11/25/2020,25,448,931,77,371
384,9,9/4/2020,105,752,271,8,6
385,5,5/18/2020,133,792,645,46,2
386,3,1/8/2020,34,70,519,158,68
387,9,8/22/2020,173,695,191,15,53
388,5,11/4/2020,55,681,464,19,72
389,9,11/10/2020,5,925,87,54,3
390,5,5/10/2020,105,802,182,24,21
391,10,10/24/2020,158,259,130,34,363
392,9,11/20/2020,32,898,638,62,25
393,6,3/31/2020,73,695,940,6,51
394,1,10/7/2020,49,937,370,60,352
395,9,2/3/2020,179,556,762,33,5
396,4,9/6/2020,49,735,403,2,45
397,8,12/24/2020,35,166,507,19,21
398,3,8/22/2020,161,528,423,31,44
399,2,5/5/2020,105,176,54,28,536
400,3,4/13/2020,160,844,199,36,117
401,9,4/5/2020,200,127,792,17,15
402,7,1/24/2020,128,707,254,77,103
403,5,2/4/2020,163,92,424,111,50
404,8,5/26/2020,161,824,791,43,69
405,9,4/18/2020,197,668,5,22,22
406,10,8/7/2020,129,370,858,26,622
407,5,6/29/2020,55,345,245,87,56
408,3,8/1/2020,87,646,776,7,254
409,2,2/16/2020,68,713,56,34,422
410,2,12/11/2020,131,442,807,68,108
411,4,7/9/2020,40,515,344,5,158
412,1,11/29/2020,113,174,78,32,325
413,3,5/3/2020,170,381,61,41,146
414,6,4/7/2020,193,561,751,17,91
415,10,8/15/2020,47,198,498,34,13
416,7,10/14/2020,56,596,447,63,373
417,4,9/2/2020,78,522,837,16,340
418,6,1/30/2020,165,496,916,80,20
419,8,2/14/2020,171,427,940,60,52
420,1,10/23/2020,75,146,962,27,528
421,9,11/17/2020,80,338,406,16,26
422,2,10/24/2020,187,625,611,62,527
423,8,3/8/2020,173,354,855,5,56
424,1,12/5/2020,166,277,534,9,71
425,8,10/16/2020,81,708,491,69,9
426,4,1/13/2020,190,509,719,92,229
427,8,12/18/2020,175,567,882,41,87
428,8,3/14/2020,68,439,395,96,11
429,2,9/5/2020,103,863,20,25,477
430,6,3/31/2020,195,319,202,101,31
431,3,11/24/2020,171,720,610,5,310
432,8,10/11/2020,161,455,611,102,32
433,9,4/9/2020,181,762,623,17,74
434,2,3/28/2020,14,359,600,72,559
435,2,10/26/2020,116,10,86,47,484
436,3,10/9/2020,164,42,573,63,111
437,8,7/3/2020,69,616,134,8,75
438,4,3/24/2020,149,590,533,40,257
439,3,3/1/2020,33,493,306,4,237
440,10,4/13/2020,39,237,503,33,683
441,5,10/30/2020,131,414,90,90,53
442,10,4/17/2020,95,160,198,48,417
443,7,9/27/2020,108,919,720,50,210
444,1,1/20/2020,85,76,947,179,241
445,6,10/13/2020,53,396,229,72,75
446,6,2/14/2020,35,721,868,20,15
447,5,1/9/2020,195,53,734,112,14
448,3,7/30/2020,45,864,284,2,308
449,4,7/12/2020,132,580,994,41,155
450,8,9/13/2020,143,264,398,39,95
451,3,1/21/2020,115,946,203,151,48
452,10,11/20/2020,199,6,217,7,413
453,6,1/29/2020,184,287,34,155,28
454,6,12/27/2020,85,234,718,69,41
455,4,6/19/2020,151,20,938,78,313
456,7,12/17/2020,74,21,278,6,242
457,1,11/27/2020,38,514,695,27,370
458,1,11/9/2020,115,312,338,73,52
459,4,4/22/2020,154,830,203,48,194
460,8,4/7/2020,131,479,330,45,57
461,3,1/9/2020,39,611,530,144,57
462,9,11/5/2020,181,787,845,69,28
463,2,5/1/2020,39,301,212,21,125
464,1,11/1/2020,74,371,60,4,457
465,9,3/5/2020,148,657,795,31,41
466,6,12/9/2020,21,182,404,56,47
467,6,6/12/2020,88,596,636,62,89
468,9,5/12/2020,149,483,486,46,5
469,2,11/23/2020,44,31,948,88,302
470,2,11/6/2020,61,477,260,8,601
471,6,1/23/2020,49,93,98,12,22
472,9,12/22/2020,41,73,453,55,34
473,7,2/9/2020,18,739,151,66,278
474,10,1/8/2020,118,938,234,65,593
475,5,7/1/2020,33,508,672,10,84
476,6,7/4/2020,175,194,135,39,9
477,3,4/10/2020,78,293,768,20,188
478,6,10/8/2020,104,488,225,20,54
479,6,2/29/2020,20,724,389,60,3
480,7,3/20/2020,20,369,532,24,123
481,4,12/17/2020,48,727,868,20,147
482,7,2/19/2020,117,84,712,105,82
483,4,2/24/2020,153,116,728,100,36
484,7,9/11/2020,180,21,974,19,389
485,6,1/7/2020,68,532,721,73,83
486,4,6/5/2020,146,341,252,46,351
487,4,10/1/2020,43,918,128,8,389
488,3,3/17/2020,107,840,621,24,199
489,2,3/28/2020,91,824,302,72,428
490,10,12/26/2020,174,109,977,84,532
491,5,12/17/2020,64,160,473,75,67
492,2,6/21/2020,186,615,956,92,179
493,6,6/18/2020,190,123,787,98,33
494,1,5/2/2020,71,744,103,25,535
495,4,5/6/2020,58,581,607,20,291
496,9,5/26/2020,49,355,295,39,8
497,7,8/23/2020,50,523,58,49,352
498,5,1/11/2020,99,889,416,131,2
499,3,11/19/2020,30,664,824,87,328
500,2,8/17/2020,64,14,278,31,507
501,8,10/8/2020,73,574,197,18,5
502,4,7/15/2020,12,744,788,19,118
503,3,1/5/2020,54,806,371,119,66
504,8,3/22/2020,42,867,377,47,46
505,6,10/5/2020,77,502,991,63,88
506,1,6/26/2020,150,642,665,64,460
507,7,4/13/2020,166,943,949,21,28
508,3,7/15/2020,134,290,389,17,170
509,2,9/26/2020,194,784,431,39,206
510,4,11/16/2020,151,575,571,31,328
511,10,7/13/2020,71,77,212,27,291
512,5,2/6/2020,131,772,941,168,30
513,10,6/11/2020,173,727,208,16,376
514,10,1/6/2020,37,669,610,117,495
515,7,11/24/2020,37,548,267,27,69
516,1,9/9/2020,167,906,988,45,452
517,8,12/31/2020,80,839,219,57,68
518,3,3/10/2020,123,708,962,74,381
519,7,8/20/2020,198,912,173,43,350
520,9,6/2/2020,15,600,313,38,54
521,9,11/10/2020,193,454,63,66,9
522,6,2/15/2020,117,610,388,97,39
523,7,3/31/2020,57,217,444,34,58
524,6,3/13/2020,185,612,26,50,94
525,10,5/27/2020,108,111,542,25,684
526,8,2/11/2020,13,902,724,47,55
527,8,11/27/2020,177,371,546,81,18
528,1,6/28/2020,36,169,66,100,221
529,10,12/8/2020,38,123,162,16,651
530,6,6/3/2020,198,344,386,9,17
531,2,8/10/2020,92,925,400,43,169
532,1,7/10/2020,60,294,700,22,55
533,4,8/30/2020,107,110,630,48,122
534,5,4/25/2020,152,203,868,2,70
535,10,3/27/2020,196,496,876,63,140
536,4,5/7/2020,192,483,24,10,32
537,10,7/31/2020,59,414,360,11,564
538,9,6/25/2020,141,933,242,40,79
539,10,12/28/2020,56,89,301,43,685
540,9,1/30/2020,111,128,460,78,14
541,10,12/27/2020,152,683,964,57,677
542,5,10/20/2020,125,745,656,18,77
543,4,2/23/2020,97,721,954,174,37
544,5,1/30/2020,130,887,262,165,49
545,9,2/10/2020,60,343,763,82,66
546,5,1/1/2020,53,832,840,130,22
547,1,2/12/2020,114,106,567,113,84
548,9,11/18/2020,110,523,7,45,38
549,8,8/22/2020,171,19,276,48,55
550,2,6/1/2020,165,149,599,16,255
551,9,5/19/2020,167,715,824,41,24
552,1,12/10/2020,146,13,103,19,311
553,10,5/6/2020,93,114,726,42,466
554,9,2/24/2020,93,631,319,136,70
555,9,11/7/2020,82,765,865,65,68
556,9,10/5/2020,78,231,287,54,35
557,2,8/8/2020,143,336,543,17,600
558,9,11/17/2020,157,75,460,76,36
559,1,3/5/2020,148,385,779,23,184
560,3,2/21/2020,184,525,123,34,54
561,6,3/18/2020,60,169,855,60,31
562,9,8/12/2020,70,207,65,16,70
563,9,3/20/2020,23,194,113,57,91
564,2,6/4/2020,86,138,502,10,594
565,8,3/14/2020,94,298,997,106,99
566,4,10/29/2020,33,516,250,84,324
567,7,3/3/2020,29,826,362,58,28
568,6,3/2/2020,43,582,145,57,98
569,7,2/27/2020,114,238,7,178,98
570,1,5/16/2020,41,624,713,24,670
571,10,4/13/2020,53,555,479,45,222
572,3,7/7/2020,56,419,100,42,372
573,5,2/27/2020,101,702,121,72,25
574,9,12/22/2020,177,760,231,63,13
575,5,11/21/2020,50,520,366,45,79
576,4,10/4/2020,166,477,243,102,248
577,1,6/29/2020,57,285,284,96,321
578,9,9/3/2020,116,336,154,28,47
579,2,10/5/2020,136,450,380,53,477
580,8,10/27/2020,157,534,779,73,88
581,4,2/9/2020,93,682,642,83,84
582,6,2/22/2020,23,326,913,106,88
583,9,8/4/2020,100,88,832,35,81
584,7,6/25/2020,52,739,742,50,400
585,1,5/2/2020,140,517,44,7,96
586,6,3/23/2020,54,882,520,19,44
587,8,1/19/2020,89,617,486,48,2
588,8,1/31/2020,13,185,491,126,24
589,9,5/19/2020,45,563,541,11,72
590,10,11/27/2020,54,872,61,58,648
591,1,9/9/2020,119,385,57,28,524
592,4,8/24/2020,45,238,216,19,112
593,2,3/30/2020,68,424,891,101,511
594,9,2/18/2020,62,242,201,29,36
595,3,10/29/2020,174,131,713,56,221
596,4,7/14/2020,93,258,434,19,316
597,6,4/22/2020,185,903,51,46,83
598,9,5/20/2020,4,497,683,18,40
599,9,12/17/2020,99,607,580,33,53
600,10,3/4/2020,142,927,489,21,612
601,2,11/21/2020,191,685,681,77,656
602,6,12/9/2020,199,427,831,68,95
603,7,2/27/2020,107,207,231,122,333
604,1,8/28/2020,119,925,56,16,415
605,4,6/9/2020,192,603,649,20,345
606,3,7/24/2020,57,382,45,14,248
607,3,8/27/2020,78,187,196,30,100
608,10,6/10/2020,189,253,635,77,320
609,1,3/29/2020,113,318,521,16,495
610,10,5/6/2020,175,843,300,44,144
611,8,7/29/2020,54,395,456,28,62
612,7,8/15/2020,61,702,58,21,373
613,4,8/20/2020,192,695,68,40,165
614,5,10/3/2020,45,51,654,83,23
615,3,9/29/2020,145,693,947,15,130
616,3,1/22/2020,82,643,979,168,377
617,1,4/28/2020,86,476,764,10,167
618,4,7/18/2020,147,178,741,26,143
619,1,5/10/2020,28,484,58,6,623
620,10,2/26/2020,141,237,388,150,248
621,10,7/17/2020,163,553,287,41,202
622,10,10/13/2020,54,210,275,57,26
623,5,4/16/2020,42,134,128,25,39
624,10,9/5/2020,167,17,96,9,348
625,6,9/14/2020,12,650,17,2,99
626,4,2/8/2020,125,211,544,70,350
627,1,9/23/2020,95,500,952,30,659
628,4,9/7/2020,31,415,245,50,260
629,7,1/30/2020,131,738,537,100,229
630,6,9/23/2020,15,856,918,27,20
631,5,7/6/2020,157,553,279,31,32
632,4,7/5/2020,41,331,807,47,218
633,5,2/5/2020,42,570,135,12,64
634,1,10/25/2020,166,106,345,65,348
635,6,3/12/2020,169,705,309,54,29
636,2,4/6/2020,50,462,80,28,603
637,5,8/7/2020,175,149,299,29,59
638,3,9/13/2020,113,325,847,50,11
639,3,6/24/2020,132,433,195,28,95
640,1,1/14/2020,149,926,190,177,521
641,8,5/30/2020,180,203,224,2,16
642,5,1/1/2020,180,215,29,80,21
643,7,12/19/2020,16,653,545,63,260
644,2,5/27/2020,170,789,590,20,198
645,5,1/26/2020,22,767,303,123,90
646,4,5/21/2020,182,36,571,20,62
647,10,9/18/2020,55,395,918,15,390
648,9,11/3/2020,187,436,566,42,4
649,6,2/25/2020,79,702,638,143,73
650,10,12/25/2020,125,180,734,61,151
651,6,11/28/2020,50,130,329,91,9
652,4,7/5/2020,13,148,726,33,184
653,1,11/6/2020,48,70,530,103,237
654,5,9/25/2020,105,698,853,22,44
655,1,5/30/2020,66,344,742,41,635
656,10,10/6/2020,102,577,511,41,379
657,5,9/9/2020,40,610,983,30,81
658,3,10/2/2020,10,826,846,82,10
659,10,2/20/2020,135,112,579,89,575
660,9,6/18/2020,49,373,687,83,19
661,8,6/4/2020,81,515,209,71,99
662,3,10/29/2020,16,408,706,6,381
