ID_T,ID_Country,Date,ID_Store,ID_Client,ID_Product,Quantity,Price
114,5,3/8/2019,195,494,584,238,11
115,5,8/1/2019,29,622,155,27,114
116,2,8/18/2019,124,668,441,56,337
117,9,7/28/2019,44,43,887,7,139
118,9,12/24/2019,152,782,211,240,261
119,10,11/22/2019,83,440,350,128,808
120,7,12/17/2019,109,596,90,363,208
121,2,11/25/2019,56,913,328,331,365
122,5,8/23/2019,67,205,214,56,186
123,4,8/22/2019,138,561,604,12,37
124,3,9/17/2019,50,380,585,39,670
125,10,10/17/2019,106,369,4,129,164
126,8,5/14/2019,197,298,242,115,40
127,7,4/26/2019,122,581,695,111,79
128,5,9/7/2019,165,256,679,53,251
129,6,6/16/2019,168,209,732,459,67
130,1,10/8/2019,194,828,524,333,138
131,3,11/19/2019,129,583,855,188,44
132,7,10/14/2019,12,357,452,153,776
133,2,5/23/2019,131,584,534,5,718
134,5,5/31/2019,197,278,366,43,107
135,4,7/25/2019,119,668,269,76,463
136,1,5/16/2019,187,239,811,101,124
137,8,6/14/2019,100,475,135,495,55
138,7,1/30/2019,137,105,652,207,625
139,6,3/28/2019,18,476,576,32,125
140,3,10/13/2019,31,300,991,309,221
141,6,4/1/2019,95,61,459,58,284
142,4,8/31/2019,36,482,345,68,318
143,4,8/4/2019,15,610,366,72,706
144,6,4/19/2019,120,363,59,16,45
145,3,1/18/2019,153,253,140,13,555
146,10,1/25/2019,104,761,984,148,70
147,8,12/2/2019,67,266,684,206,117
148,4,6/10/2019,176,145,403,311,440
149,9,1/11/2019,26,310,9,220,277
150,4,6/28/2019,46,906,190,214,291
151,5,4/25/2019,196,551,528,19,271
152,2,3/13/2019,159,684,245,481,468
153,9,12/25/2019,81,222,604,282,140
154,8,4/16/2019,154,63,159,14,17
155,7,6/7/2019,192,216,348,455,386
156,4,6/21/2019,171,67,134,492,668
157,10,6/13/2019,200,228,664,320,972
158,6,2/18/2019,13,835,164,71,183
159,5,2/25/2019,107,873,548,269,230
160,6,6/26/2019,152,546,446,25,13
161,5,7/20/2019,84,348,632,25,132
162,3,7/13/2019,195,262,60,105,569
163,4,5/29/2019,159,827,984,36,372
164,1,4/27/2019,185,476,885,75,128
165,10,7/8/2019,146,851,155,101,668
166,1,3/18/2019,167,739,777,243,222
167,7,2/15/2019,34,297,469,251,694
168,5,11/22/2019,194,479,985,229,235
169,5,3/7/2019,17,836,580,440,244
170,9,10/19/2019,185,49,826,118,84
171,2,6/14/2019,181,939,264,276,344
172,4,9/20/2019,42,124,606,77,687
173,2,5/16/2019,41,603,462,38,834
174,5,11/9/2019,195,378,792,412,183
175,5,2/15/2019,118,629,584,18,253
176,2,7/24/2019,32,301,437,56,857
177,2,12/11/2019,180,229,54,399,38
178,3,7/25/2019,135,251,843,29,182
179,7,6/16/2019,125,577,102,481,307
180,5,4/19/2019,9,846,495,54,280
181,4,3/6/2019,112,44,815,241,438
182,5,1/5/2019,31,697,222,60,98
183,6,4/5/2019,149,114,437,108,173
184,9,7/4/2019,60,68,625,66,208
185,5,7/26/2019,127,154,907,49,245
186,3,4/29/2019,101,34,748,110,237
187,6,4/12/2019,104,5,666,127,29
188,9,7/2/2019,10,918,1000,90,207
189,3,7/17/2019,36,919,696,116,103
190,3,5/14/2019,55,31,325,118,193
191,9,5/3/2019,167,84,819,106,62
192,3,10/12/2019,126,73,624,236,755
193,3,4/14/2019,61,577,248,42,76
194,2,11/24/2019,192,698,429,235,462
195,10,1/31/2019,83,672,377,109,238
196,4,10/29/2019,15,751,823,171,337
197,1,9/20/2019,141,467,834,45,47
198,1,2/22/2019,103,750,616,98,290
199,5,4/9/2019,62,209,775,117,36
200,1,6/27/2019,125,846,758,168,163
201,10,10/6/2019,32,754,430,278,73
202,2,10/17/2019,168,935,21,336,955
203,3,3/8/2019,78,469,901,88,661
204,8,12/31/2019,46,46,912,251,202
205,2,1/11/2019,4,909,211,251,447
206,3,9/13/2019,59,713,855,35,279
207,10,10/30/2019,172,396,597,98,945
208,4,10/31/2019,5,307,601,194,515
209,9,11/28/2019,143,177,59,127,61
210,1,8/24/2019,37,624,910,37,78
211,9,3/18/2019,152,371,157,292,37
212,4,12/2/2019,172,636,466,290,187
213,2,12/23/2019,52,905,56,436,82
214,9,7/27/2019,55,867,55,79,151
215,10,4/9/2019,90,790,827,11,582
216,7,2/7/2019,159,410,978,41,539
217,8,12/10/2019,147,473,989,436,53
218,8,4/16/2019,56,828,734,52,31
219,8,5/15/2019,23,640,311,13,191
220,7,5/9/2019,117,799,934,29,120
221,9,9/24/2019,163,305,850,102,116
222,7,1/2/2019,75,497,476,165,621
223,5,10/6/2019,54,823,260,82,49
224,4,9/19/2019,37,499,962,52,239
225,8,6/11/2019,48,659,330,26,284
226,4,6/1/2019,136,949,381,187,368
227,9,4/8/2019,52,830,782,61,39
228,3,5/14/2019,50,946,17,44,570
229,4,9/28/2019,65,143,324,63,740
230,2,6/20/2019,153,72,631,351,779
231,6,2/20/2019,153,166,937,92,22
232,4,10/4/2019,131,154,879,85,349
233,1,2/13/2019,94,940,432,215,215
234,4,2/6/2019,34,629,985,217,456
235,5,11/15/2019,57,727,239,357,184
236,3,8/28/2019,192,777,661,10,373
237,2,6/5/2019,133,740,457,6,532
238,8,3/30/2019,173,300,282,314,111
239,7,7/2/2019,128,624,153,90,756
240,9,10/16/2019,189,144,302,371,77
241,1,7/30/2019,191,808,904,26,279
242,3,8/6/2019,159,694,934,61,728
243,3,3/30/2019,100,358,599,20,279
244,9,12/17/2019,17,227,68,427,62
245,9,4/21/2019,196,760,481,89,84
246,2,8/19/2019,69,230,439,44,643
247,6,3/21/2019,169,444,449,318,203
248,1,2/9/2019,9,523,55,172,52
249,6,9/12/2019,91,941,601,98,87
250,10,9/24/2019,170,310,866,68,211
251,10,5/23/2019,98,936,30,127,850
252,4,10/5/2019,42,422,686,145,773
253,3,2/10/2019,132,49,876,17,390
254,6,5/3/2019,23,95,366,8,290
255,1,8/30/2019,116,6,619,98,118
256,7,1/21/2019,34,636,213,167,683
257,7,7/15/2019,194,356,627,19,592
258,9,2/1/2019,175,779,666,77,137
259,7,12/10/2019,16,113,950,131,703
260,7,8/20/2019,41,823,215,41,39
261,6,4/9/2019,67,591,373,122,221
262,2,7/13/2019,69,366,573,34,935
263,6,4/10/2019,58,881,706,122,146
264,5,5/17/2019,161,64,100,92,67
265,5,7/20/2019,155,207,339,37,147
266,1,3/11/2019,134,791,471,169,261
267,7,6/2/2019,67,526,28,448,358
268,7,10/22/2019,34,181,603,36,794
269,1,10/19/2019,178,810,951,197,253
270,5,9/29/2019,92,800,822,82,125
271,3,1/11/2019,135,126,4,87,472
272,5,11/14/2019,137,522,289,111,133
273,6,4/29/2019,75,935,341,48,293
274,4,12/5/2019,54,224,667,268,747
275,6,3/24/2019,117,302,180,46,245
276,6,4/9/2019,91,331,50,126,178
277,4,6/12/2019,95,318,841,361,709
278,4,10/2/2019,24,447,126,82,401
279,10,7/26/2019,137,736,53,31,596
280,1,12/25/2019,157,170,605,336,280
281,7,3/20/2019,106,371,490,416,724
282,8,7/17/2019,193,142,893,123,116
283,1,6/4/2019,82,653,574,196,149
284,9,7/26/2019,135,498,5,85,267
285,5,9/22/2019,92,861,525,61,58
286,7,6/17/2019,48,488,744,29,445
287,6,10/26/2019,104,243,648,169,192
288,10,3/2/2019,68,248,124,413,359
289,7,1/27/2019,52,380,890,93,181
290,2,1/8/2019,62,898,34,261,195
291,4,7/5/2019,124,183,630,67,197
292,3,4/21/2019,137,145,168,5,143
293,4,7/20/2019,99,624,731,62,263
294,9,12/23/2019,199,445,192,398,56
295,3,11/3/2019,126,217,832,244,84
296,9,6/10/2019,165,337,168,356,194
297,10,3/2/2019,163,217,897,424,138
298,2,11/1/2019,18,234,227,39,601
299,6,10/21/2019,60,577,16,233,26
300,7,3/4/2019,117,869,486,125,800
301,5,4/24/2019,91,881,442,100,38
302,4,1/16/2019,161,78,227,15,190
303,5,5/28/2019,142,564,897,103,190
304,9,4/26/2019,195,257,312,78,286
305,1,4/12/2019,143,322,119,67,28
306,4,10/31/2019,69,874,858,110,65
307,5,11/22/2019,154,914,647,244,82
308,4,12/21/2019,146,710,161,360,121
309,4,8/8/2019,97,293,886,89,524
310,10,8/15/2019,68,331,863,109,824
311,10,4/7/2019,143,480,388,84,103
312,4,8/6/2019,155,62,380,6,562
313,6,6/4/2019,145,426,407,406,234
314,7,7/19/2019,75,87,565,58,292
315,8,12/10/2019,122,506,694,35,95
316,8,10/3/2019,147,790,641,35,202
317,1,5/29/2019,194,606,545,99,73
318,8,9/13/2019,101,489,363,45,91
319,6,2/2/2019,168,348,96,184,198
320,9,5/6/2019,89,46,446,104,170
321,7,8/8/2019,169,494,869,49,124
322,3,7/30/2019,144,122,235,13,347
323,5,12/7/2019,127,803,574,494,294
324,7,10/3/2019,89,572,625,116,681
325,5,6/16/2019,110,7,150,417,138
326,9,10/21/2019,95,74,237,17,82
327,5,12/18/2019,108,785,64,357,206
328,4,3/12/2019,94,738,835,456,363
329,4,5/6/2019,70,732,860,24,335
330,5,4/24/2019,35,620,3,99,156
331,10,8/15/2019,185,645,954,25,274
332,10,7/15/2019,193,705,63,45,240
333,2,10/2/2019,21,716,679,464,132
334,1,12/22/2019,134,743,247,321,178
335,2,2/2/2019,101,750,586,251,817
336,8,11/11/2019,117,59,121,316,162
337,4,8/5/2019,148,630,986,51,16
338,10,10/2/2019,156,509,257,143,99
339,8,7/4/2019,161,58,753,124,140
340,9,8/6/2019,133,177,153,105,189
341,7,10/23/2019,154,447,365,178,268
342,9,4/13/2019,152,594,404,14,110
343,4,4/19/2019,138,389,205,80,754
344,6,2/9/2019,152,912,128,138,72
345,3,12/31/2019,156,867,103,224,524
346,7,4/3/2019,165,855,633,98,725
347,8,7/11/2019,169,255,140,101,19
348,10,12/1/2019,27,111,345,143,56
349,8,9/19/2019,188,945,688,90,118
350,5,9/5/2019,131,810,970,85,285
351,9,5/15/2019,59,82,712,63,61
352,3,7/7/2019,48,742,929,39,176
353,2,3/4/2019,98,461,314,10,276
354,7,4/15/2019,173,110,19,66,736
355,9,4/25/2019,175,786,530,52,247
356,8,11/21/2019,47,919,338,338,246
357,8,10/27/2019,50,398,377,378,263
358,1,9/16/2019,106,912,459,98,285
359,10,8/3/2019,153,449,153,47,972
360,8,3/24/2019,98,79,851,24,121
361,4,10/1/2019,24,565,976,30,65
362,6,6/29/2019,136,762,550,66,112
363,6,10/31/2019,192,491,593,413,230
364,4,4/15/2019,14,402,81,15,369
365,9,12/18/2019,116,77,414,287,184
366,3,6/5/2019,160,660,630,60,177
367,1,2/22/2019,160,448,818,103,270
368,1,11/13/2019,50,640,466,17,286
369,2,9/1/2019,38,671,695,97,518
370,8,1/12/2019,64,791,614,132,223
371,3,8/16/2019,88,346,247,36,119
372,10,5/22/2019,199,395,773,3,772
373,9,10/16/2019,15,542,29,236,203
374,8,10/5/2019,27,49,495,362,261
375,8,10/26/2019,71,224,252,453,260
376,6,5/22/2019,99,583,599,102,87
377,5,11/21/2019,91,508,327,254,87
378,3,7/22/2019,16,311,846,81,605
379,8,11/21/2019,174,613,659,132,146
380,1,9/29/2019,124,123,865,7,240
381,5,5/26/2019,24,692,702,130,118
382,7,1/7/2019,89,264,318,209,201
383,2,8/17/2019,125,159,248,71,10
384,9,6/15/2019,92,200,324,30,24
385,2,2/11/2019,186,43,974,6,339
386,4,10/6/2019,98,625,136,464,322
387,3,1/14/2019,18,844,249,150,426
388,3,6/30/2019,160,948,55,44,665
389,9,11/14/2019,69,612,165,502,99
390,2,2/11/2019,181,824,607,194,968
391,4,8/23/2019,12,871,847,25,574
392,8,11/18/2019,125,22,965,460,72
393,6,3/28/2019,175,429,995,118,262
394,3,10/23/2019,71,423,617,478,726
395,10,2/25/2019,33,828,682,25,308
396,7,8/26/2019,127,670,292,40,330
397,5,4/16/2019,128,625,396,62,96
398,9,11/16/2019,187,541,128,133,265
399,8,2/28/2019,71,370,344,268,188
400,4,1/6/2019,144,815,98,165,749
401,3,7/5/2019,162,209,995,43,267
402,7,4/5/2019,143,532,678,71,602
403,6,4/24/2019,84,590,878,23,22
404,4,6/14/2019,97,176,775,45,270
405,9,10/28/2019,30,342,627,394,129
406,5,8/29/2019,41,359,889,55,28
407,1,7/12/2019,93,698,282,29,187
408,1,8/25/2019,145,738,544,84,179
409,8,4/7/2019,98,62,828,94,128
410,5,6/17/2019,173,118,955,410,201
411,7,5/31/2019,86,394,5,35,267
412,9,4/6/2019,190,588,953,14,195
413,9,4/30/2019,50,559,339,59,296
414,1,1/4/2019,124,512,154,106,287
415,3,8/30/2019,117,340,452,78,672
416,4,8/23/2019,174,83,380,110,704
417,3,4/5/2019,184,902,601,16,76
418,9,9/20/2019,69,481,336,11,190
419,5,5/7/2019,5,740,480,18,257
420,10,9/24/2019,179,421,527,33,636
421,7,7/28/2019,117,412,262,40,453
422,10,11/14/2019,73,522,433,307,79
423,5,5/12/2019,34,863,898,124,202
424,2,1/21/2019,127,329,928,60,709
425,10,10/20/2019,76,87,668,226,542
426,3,9/17/2019,190,315,955,122,703
427,2,6/26/2019,55,468,971,388,652
428,5,11/4/2019,84,324,445,339,254
429,6,7/27/2019,8,225,375,52,298
430,6,4/9/2019,168,148,490,106,96
431,2,12/14/2019,182,277,914,212,748
432,6,7/19/2019,151,346,765,6,76
433,4,3/8/2019,73,905,636,448,174
434,3,6/14/2019,144,444,202,119,710
435,5,1/28/2019,100,553,397,113,295
436,8,6/27/2019,175,232,905,392,22
437,3,9/3/2019,148,557,910,5,272
438,7,2/3/2019,145,335,334,271,622
439,1,11/17/2019,153,624,43,181,288
440,9,7/30/2019,41,189,713,109,276
441,2,10/21/2019,128,238,359,439,817
442,9,4/2/2019,190,36,710,8,117
443,1,12/24/2019,56,309,925,279,109
444,2,10/6/2019,174,320,359,107,353
445,7,12/29/2019,19,307,348,395,745
446,5,5/1/2019,187,368,229,38,245
447,10,5/29/2019,185,389,75,52,442
448,6,8/9/2019,44,151,846,51,117
449,4,6/4/2019,44,901,943,37,235
450,2,2/14/2019,37,391,369,206,359
451,2,5/26/2019,87,236,973,123,544
452,6,5/21/2019,54,52,504,116,296
453,8,5/20/2019,144,510,418,57,103
454,1,2/16/2019,128,718,685,66,10
455,2,12/8/2019,169,189,57,202,582
456,7,3/30/2019,54,763,490,370,456
457,2,11/21/2019,74,249,744,227,843
458,5,9/5/2019,43,200,314,114,12
459,9,6/18/2019,9,124,211,299,165
460,7,4/22/2019,33,75,291,124,409
461,10,6/13/2019,103,538,101,35,394
462,1,7/9/2019,52,194,466,68,86
463,1,1/8/2019,45,882,278,138,6
464,3,2/21/2019,20,893,219,35,509
465,3,3/27/2019,118,623,368,84,734
466,6,11/10/2019,17,291,932,154,269
467,9,5/4/2019,85,947,554,95,191
468,10,10/8/2019,183,326,916,413,723
469,10,10/21/2019,122,3,628,501,164
470,2,2/6/2019,90,691,581,32,681
471,3,8/12/2019,2,714,284,7,505
472,6,7/5/2019,136,597,855,15,3
473,2,9/29/2019,131,802,668,87,214
474,3,11/17/2019,16,778,860,58,533
475,9,3/30/2019,32,121,171,434,95
476,8,8/23/2019,27,31,832,16,200
477,7,12/28/2019,79,650,478,377,780
478,6,8/17/2019,28,544,294,31,173
479,9,5/2/2019,80,68,867,89,170
480,3,5/25/2019,49,169,475,60,274
481,10,12/31/2019,114,753,751,320,683
482,8,9/10/2019,150,115,984,85,101
483,1,1/29/2019,14,45,480,201,105
484,8,8/4/2019,134,550,736,100,189
485,10,11/14/2019,100,668,384,73,402
486,4,7/24/2019,99,225,115,44,458
487,10,3/25/2019,168,510,71,139,202
488,1,12/3/2019,55,137,401,99,171
489,10,10/6/2019,119,680,973,503,524
490,5,9/13/2019,179,791,443,65,39
491,7,12/9/2019,45,508,150,159,598
492,10,9/13/2019,126,635,578,119,158
493,5,4/12/2019,164,377,324,34,82
494,1,10/23/2019,186,441,806,69,159
495,1,7/20/2019,9,50,186,122,55
496,3,7/29/2019,100,322,209,79,679
497,7,12/25/2019,49,75,939,473,149
498,1,5/21/2019,109,784,621,65,158
499,3,4/6/2019,190,586,98,115,620
500,7,1/18/2019,73,221,557,270,37
501,7,7/5/2019,99,339,530,51,520
502,7,2/22/2019,25,239,380,169,440
503,7,12/1/2019,188,731,758,22,309
504,1,1/17/2019,180,777,721,59,182
505,7,8/7/2019,57,565,505,115,293
506,4,7/14/2019,200,209,156,97,205
507,7,6/16/2019,165,542,492,475,755
508,3,5/29/2019,98,432,123,74,267
509,6,8/4/2019,180,401,481,12,261
510,1,2/24/2019,196,803,98,267,297
511,9,6/18/2019,149,89,578,111,288
512,1,4/4/2019,142,847,14,103,151
513,1,7/23/2019,143,220,775,70,6
514,6,5/2/2019,161,368,933,74,92
515,10,10/3/2019,135,878,750,103,14
516,4,2/27/2019,170,731,973,176,253
517,1,5/25/2019,136,648,909,23,151
518,5,11/29/2019,135,704,471,331,137
519,9,11/1/2019,181,638,691,167,85
520,2,2/7/2019,81,114,410,103,454
521,2,3/11/2019,162,192,107,418,335
522,2,11/7/2019,149,900,93,285,900
523,5,3/2/2019,113,433,540,349,300
524,2,8/14/2019,112,818,59,39,536
525,8,3/1/2019,143,455,794,357,111
526,6,6/18/2019,125,652,261,207,241
527,10,9/26/2019,23,390,388,65,989
528,4,3/27/2019,142,292,484,115,509
529,3,11/8/2019,16,922,103,469,617
530,7,6/11/2019,174,736,18,290,419
531,7,7/23/2019,165,181,780,83,125
532,7,9/27/2019,193,628,578,127,628
533,2,8/24/2019,30,380,366,127,546
534,10,7/29/2019,99,641,481,26,134
535,9,7/26/2019,64,438,213,14,293
536,1,10/5/2019,124,490,61,453,140
537,4,2/26/2019,55,241,621,76,19
538,10,8/4/2019,94,938,347,89,904
539,4,8/28/2019,7,386,638,71,801
540,5,6/28/2019,136,338,980,162,34
541,2,3/8/2019,73,271,107,289,360
542,8,12/24/2019,42,907,391,108,243
543,7,5/20/2019,146,214,958,97,296
544,9,7/7/2019,72,51,214,19,182
545,3,7/12/2019,84,14,765,72,34
546,4,7/31/2019,18,910,965,31,19
547,7,2/14/2019,2,600,532,42,236
548,2,2/19/2019,112,357,965,64,797
549,9,11/11/2019,200,215,744,139,116
550,3,5/26/2019,185,20,503,122,343
551,4,1/1/2019,157,338,668,89,452
552,6,12/31/2019,80,454,268,506,294
553,4,12/16/2019,153,446,892,353,21
554,2,1/24/2019,103,292,13,227,110
555,10,3/20/2019,164,611,130,234,49
556,9,7/26/2019,140,386,482,111,119
557,6,12/15/2019,188,533,262,79,133
558,10,11/15/2019,16,589,580,44,852
559,5,4/27/2019,38,717,634,121,59
560,3,1/10/2019,97,568,796,207,600
561,10,2/28/2019,167,79,607,249,423
562,10,9/16/2019,159,860,872,35,646
563,7,2/25/2019,160,444,350,201,420
564,7,10/21/2019,94,362,728,305,556
565,1,3/20/2019,66,836,887,266,182
566,7,5/24/2019,64,710,633,81,148
567,8,9/9/2019,178,546,400,124,44
568,3,3/25/2019,117,449,624,457,271
569,1,7/13/2019,77,540,764,74,281
570,8,9/19/2019,46,830,183,89,110
571,6,10/13/2019,105,364,359,212,71
572,2,10/19/2019,93,459,156,60,739
573,2,7/21/2019,108,24,104,121,200
574,5,6/19/2019,115,618,923,382,234
575,10,1/19/2019,18,207,757,5,554
576,3,6/14/2019,187,390,825,128,330
577,5,6/14/2019,84,848,471,210,154
578,8,11/11/2019,70,556,831,202,72
579,9,11/15/2019,162,871,577,156,282
580,9,5/11/2019,109,139,462,41,247
581,10,4/4/2019,44,79,639,26,802
582,5,8/30/2019,2,783,962,123,74
583,4,8/27/2019,47,320,751,128,646
584,1,3/4/2019,5,921,724,419,267
585,4,3/8/2019,43,256,82,182,277
586,3,11/14/2019,190,626,952,510,404
587,9,12/27/2019,147,804,670,194,196
588,10,5/10/2019,162,52,597,44,486
589,8,1/10/2019,51,375,476,103,71
590,3,11/12/2019,9,16,513,470,346
591,5,8/1/2019,5,792,673,127,164
592,8,5/14/2019,113,911,894,116,282
593,5,2/1/2019,54,156,202,164,269
594,9,10/5/2019,17,918,935,173,193
595,10,11/18/2019,125,190,557,452,633
596,5,3/17/2019,125,134,759,296,158
597,3,10/18/2019,155,523,843,387,458
598,8,6/1/2019,69,210,587,328,136
599,9,12/23/2019,81,818,68,188,195
600,6,11/5/2019,110,417,161,502,293
601,5,7/27/2019,71,277,687,70,256
602,7,4/27/2019,7,597,415,65,304
603,2,11/14/2019,10,240,406,163,395
604,1,1/17/2019,118,559,398,200,294
605,4,2/22/2019,35,371,223,260,111
606,9,2/12/2019,165,650,445,91,197
607,6,7/31/2019,116,780,725,102,78
608,2,12/24/2019,42,679,597,449,669
609,2,10/26/2019,95,585,642,447,170
610,6,9/18/2019,69,17,279,106,211
611,4,12/28/2019,167,506,634,218,560
612,3,5/1/2019,112,790,214,82,114
613,2,11/10/2019,17,3,344,350,508
614,8,12/14/2019,133,858,599,217,195
615,7,8/15/2019,199,348,691,12,608
616,5,8/2/2019,4,329,529,80,282
617,1,10/18/2019,179,335,424,285,15
618,3,6/7/2019,162,716,664,449,666
619,10,5/22/2019,13,776,910,27,557
620,1,12/31/2019,128,527,154,246,168
621,10,8/6/2019,79,693,187,13,504
622,2,8/19/2019,54,593,811,87,290
623,7,6/26/2019,72,379,258,201,632
624,5,2/17/2019,141,136,529,123,286
625,5,7/13/2019,27,917,637,99,280
626,1,7/10/2019,95,673,956,71,79
627,5,1/23/2019,10,129,152,250,70
628,9,11/4/2019,38,655,419,344,7
629,5,1/26/2019,49,151,983,125,62
630,8,8/15/2019,64,800,93,3,205
631,2,9/13/2019,122,67,966,13,235
632,6,6/19/2019,52,155,421,461,38
633,3,12/30/2019,187,163,138,463,419
634,2,4/26/2019,126,2,792,114,707
635,8,6/7/2019,73,724,527,508,71
636,9,11/23/2019,161,400,458,437,172
637,5,3/27/2019,3,125,214,159,278
638,7,7/24/2019,143,764,706,88,146
639,3,3/20/2019,190,745,612,401,187
640,3,11/26/2019,181,679,281,398,102
641,4,1/18/2019,67,886,30,195,617
642,7,3/1/2019,164,6,61,118,128
643,9,7/1/2019,168,215,454,35,98
644,10,11/14/2019,71,174,970,476,504
645,2,8/22/2019,69,700,607,66,250
646,1,6/11/2019,129,6,162,63,119
647,10,5/30/2019,166,184,238,48,169
648,6,4/27/2019,26,339,432,14,263
649,1,3/28/2019,114,443,670,27,263
650,8,8/6/2019,167,325,895,27,255
651,1,10/3/2019,110,290,601,344,155
652,2,1/3/2019,186,624,904,17,362
653,10,6/29/2019,25,299,146,35,997
654,5,6/30/2019,102,184,223,35,54
655,8,7/4/2019,189,189,135,121,205
656,4,6/8/2019,131,852,449,65,432
657,8,11/25/2019,34,225,663,82,87
658,4,11/13/2019,145,836,685,312,199
659,9,1/11/2019,163,24,884,137,22
660,5,1/18/2019,180,740,459,176,282
661,4,4/19/2019,96,433,59,43,195
662,7,7/9/2019,198,345,900,63,504
